"PROJECT_ID","SAMPLE_ID","MATRIX","COLLECT_DATE","LAB_SAMPLE_ID","SAMPLE_TYPE","LOCATION","REC_DATE","RUN_DATE_TIME","ANL_BATCH","PRP_BATCH","EXTRACTION_CODE","EXTRACTED_DATE","ANALYTE","DISSOLVED","CAS_NUMBER","ANALYTE_FLAG","ANALYTICAL_METHOD",RESULT,"RESULTFLAG","TEXT_RESULT",MDL,REPDL,"UNITS",ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,"ALLOWABLE_LIMIT","ANALYSIS_GROUP",METHOD_ORDER,ANALYTE_ORDER,"ANALYST",LOQ,LOD,DL
"","CCV for HBN 1797452 (MMS/10582","1","","1523983","CCV","","08/07/2019 12:22","08/05/2019 20:52","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",51.2,"=","",,2,"ug/L",1,100,100,,,50,102,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",51.6,"=","",,1,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",25.7,"=","",,0.1,"ug/L",1,100,100,,,25,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",47.2,"=","",,0.4,"ug/L",1,100,100,,,50,94.4,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",51.9,"=","",,0.2,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",10.3,"=","",,0.04,"ug/L",1,100,100,,,10,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CCV for HBN 1797452 (MMS/10582","1","","1523985","CCV","","08/07/2019 12:23","08/05/2019 21:27","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",51.3,"=","",,2,"ug/L",1,100,100,,,50,103,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Arsenic",".","7440-38-2","N","EP200.8",51.9,"=","",,1,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Cadmium",".","7440-43-9","N","EP200.8",26,"=","",,0.1,"ug/L",1,100,100,,,25,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Chromium",".","7440-47-3","N","EP200.8",48,"=","",,0.4,"ug/L",1,100,100,,,50,96,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Copper",".","7440-50-8","N","EP200.8",51.9,"=","",,0.2,"ug/L",1,100,100,,,50,104,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Lead",".","7439-92-1","N","EP200.8",10.5,"=","",,0.04,"ug/L",1,100,100,,,10,105,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","CCV for HBN 1797533 (MMS/10583","1","","1523834","CCV","","08/06/2019 19:29","08/06/2019 13:12","MMS10583","","","","Zinc",".","7440-66-6","N","EP200.8",53.2,"=","",,2,"ug/L",1,100,100,,,50,106,85,115,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","CCV for HBN 1797709 (WFI/2832)","1","","1524781","CCV","","08/12/2019 11:41","08/09/2019 14:40","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.18,"=","",,0.05,"mg/L",1,5,5,,,1.25,94.2,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524781","CCV","","08/12/2019 11:41","08/09/2019 14:40","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.32,"=","",,0.05,"mg/L",1,5,5,,,1.25,105,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524781","CCV","","08/12/2019 11:41","08/09/2019 14:40","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.49,"=","",,0.05,"mg/L",1,5,5,,,2.5,99.7,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.21,"=","",,0.05,"mg/L",1,5,5,,,1.25,97.1,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.34,"=","",,0.05,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524783","CCV","","08/12/2019 11:42","08/09/2019 15:03","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.55,"=","",,0.05,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.28,"=","",,0.05,"mg/L",1,5,5,,,1.25,102,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.05,"mg/L",1,5,5,,,1.25,106,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524785","CCV","","08/12/2019 11:42","08/09/2019 15:13","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.61,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.26,"=","",,0.05,"mg/L",1,5,5,,,1.25,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.33,"=","",,0.05,"mg/L",1,5,5,,,1.25,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524787","CCV","","08/12/2019 11:42","08/09/2019 15:32","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.59,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.24,"=","",,0.05,"mg/L",1,5,5,,,1.25,99.6,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.36,"=","",,0.05,"mg/L",1,5,5,,,1.25,109,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","CCV for HBN 1797709 (WFI/2832)","1","","1524789","CCV","","08/12/2019 11:42","08/09/2019 15:55","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.6,"=","",,0.05,"mg/L",1,5,5,,,2.5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","CCV for HBN 1798083 (WDA/4629)","1","","1526089","CCV","","08/19/2019 09:36","08/15/2019 11:54","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.239,"=","",,0.01,"mg/L",1,10,10,,,0.25,95.7,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","CCV for HBN 1798083 [WDA/4629]","1","","1526074","CCV","","08/19/2019 09:29","08/15/2019 11:42","WDA4629","","","","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.24,"=","",,0.01,"mg/L",1,10,10,,,0.25,96,90,110,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICB for HBN 1797709 (WFI/2832)","1","","1524779","ICB","","08/12/2019 11:41","08/09/2019 14:28","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0,"U","",,0.05,"mg/L",1,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Arsenic",".","7440-38-2","N","EP200.8",51,"=","",,1,"ug/L",1,100,100,,,50,102,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Cadmium",".","7440-43-9","N","EP200.8",25.2,"=","",,0.1,"ug/L",1,100,100,,,25,101,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Chromium",".","7440-47-3","N","EP200.8",49.1,"=","",,0.4,"ug/L",1,100,100,,,50,98.2,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Copper",".","7440-50-8","N","EP200.8",52.3,"=","",,0.2,"ug/L",1,100,100,,,50,105,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Lead",".","7439-92-1","N","EP200.8",10.1,"=","",,0.04,"ug/L",1,100,100,,,10,101,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","ICV for HBN 1797452 [MMS/10582","1","","1523462","ICV","","08/05/2019 17:00","08/05/2019 12:17","MMS10582","","","","Zinc",".","7440-66-6","N","EP200.8",50.4,"=","",,2,"ug/L",1,100,100,,,50,101,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Arsenic",".","7440-38-2","N","EP200.8",49.9,"=","",,1,"ug/L",1,100,100,,,50,99.8,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",2,1,0.6
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Cadmium",".","7440-43-9","N","EP200.8",24.6,"=","",,0.1,"ug/L",1,100,100,,,25,98.5,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.2,0.1,0.06
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Chromium",".","7440-47-3","N","EP200.8",48.6,"=","",,0.4,"ug/L",1,100,100,,,50,97.3,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",0.8,0.4,0.32
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Copper",".","7440-50-8","N","EP200.8",49.6,"=","",,0.2,"ug/L",1,100,100,,,50,99.3,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",0.4,0.2,0.124
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Lead",".","7439-92-1","N","EP200.8",10.1,"=","",,0.04,"ug/L",1,100,100,,,10,101,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.08,0.04,0.028
"","ICV for HBN 1797533 [MMS/10583","1","","1523831","ICV","","08/06/2019 19:22","08/06/2019 12:28","MMS10583","","","","Zinc",".","7440-66-6","N","EP200.8",52.4,"=","",,2,"ug/L",1,100,100,,,50,105,90,110,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",4,2,1.24
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",1.26,"=","",,0.05,"mg/L",1,5,5,,,1.25,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",1.29,"=","",,0.05,"mg/L",1,5,5,,,1.25,103,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.1,0.05,0.025
"","ICV for HBN 1797709 (WFI/2832)","1","","1524778","ICV","","08/12/2019 11:41","08/09/2019 14:26","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",2.55,"=","",,0.05,"mg/L",1,5,5,,,2.5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.1,0.05,0.025
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Arsenic",".","7440-38-2","N","EP200.8",0,"U","",,2.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",5,2.5,1.5
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.25,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.5,0.25,0.15
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",2,1,0.8
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Copper",".","7440-50-8","N","EP200.8",38.2,"=","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",1,0.5,0.31
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Lead",".","7439-92-1","N","EP200.8",1.4,"=","",,0.1,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.07
"","LABREFQC","1","07/31/2019 15:19","1523174","OS","","08/05/2019 09:12","08/05/2019 20:25","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Zinc",".","7440-66-6","N","EP200.8",60.1,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",10,5,3.1
"","LABREFQC","1","08/01/2019 10:46","1194337009","OS","","08/05/2019 09:17","08/09/2019 15:48","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",0.14,"J","",,0.1,"mg/L",2,5,5,,,,,,,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Arsenic",".","7440-38-2","N","EP200.8",25,"=","",,2.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",5,2.5,1.5
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Cadmium",".","7440-43-9","N","EP200.8",0,"U","",,0.25,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.5,0.25,0.15
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Chromium",".","7440-47-3","N","EP200.8",0,"U","",,1,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",2,1,0.8
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Copper",".","7440-50-8","N","EP200.8",64.3,"=","",,0.5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",1,0.5,0.31
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Lead",".","7439-92-1","N","EP200.8",0.953,"=","",,0.1,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.07
"","LABREFQC","1","08/02/2019 10:00","1523180","OS","","08/05/2019 09:14","08/05/2019 21:04","MMS10582","MXX32633","E200.2","08/05/2019 10:22","Zinc",".","7440-66-6","N","EP200.8",31.1,"=","",,5,"ug/L",1,20,50,,,,,,,,,,,3,"","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",10,5,3.1
"","LABREFQC","9","08/07/2019 10:29","1194397001","OS","","08/07/2019 10:30","08/09/2019 15:08","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",8.14,"=","",,0.8,"mg/L",8,5,5,,,,,,,,,,,3,"(<10)","Waters Department",20,11,"EWW",0.8,0.4,0.2
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Arsenic",".","7440-38-2","N","EP200.8",1020,"=","",,2.5,"ug/L",1,20,50,,,1000,102,85,115,,,,,3,"(<10)","Metals by ICP/MS (Provisional Cert)",15,3,"DSH",5,2.5,1.5
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Cadmium",".","7440-43-9","N","EP200.8",102,"=","",,0.25,"ug/L",1,20,50,,,100,102,85,115,,,,,3,"(<5)","Metals by ICP/MS (Provisional Cert)",15,7,"DSH",0.5,0.25,0.15
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Chromium",".","7440-47-3","N","EP200.8",443,"=","",,1,"ug/L",1,20,50,,,400,111,85,115,,,,,3,"(<100)","Metals by ICP/MS (Provisional Cert)",15,9,"DSH",2,1,0.8
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Copper",".","7440-50-8","N","EP200.8",1080,"=","",,0.5,"ug/L",1,20,50,,,1000,108,85,115,,,,,3,"(<1000)","Metals by ICP/MS (Provisional Cert)",15,11,"DSH",1,0.5,0.31
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Lead",".","7439-92-1","N","EP200.8",1050,"=","",,0.1,"ug/L",1,20,50,,,1000,105,85,115,,,,,3,"(<15)","Metals by ICP/MS (Provisional Cert)",15,13,"DSH",0.2,0.1,0.07
"","LCS for HBN 1797384 [MXX/32633","1","","1523172","LCS","","08/05/2019 09:10","08/06/2019 12:45","MMS10583","MXX32633","E200.2","08/05/2019 10:22","Zinc",".","7440-66-6","N","EP200.8",1100,"=","",,5,"ug/L",1,20,50,,,1000,110,85,115,,,,,3,"(<5000)","Metals by ICP/MS (Provisional Cert)",15,32,"DSH",10,5,3.1
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.52,"=","",,0.1,"mg/L",2,5,5,,,2.5,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.58,"=","",,0.1,"mg/L",2,5,5,,,2.5,103,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524803","LCS","","08/12/2019 11:45","08/09/2019 14:26","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.1,"=","",,0.1,"mg/L",2,5,5,,,5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.52,"=","",,0.1,"mg/L",2,5,5,,,2.5,101,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.67,"=","",,0.1,"mg/L",2,5,5,,,2.5,107,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524805","LCS","","08/12/2019 11:45","08/09/2019 15:32","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.18,"=","",,0.1,"mg/L",2,5,5,,,5,104,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","",".","Nitrate","N","SM21 4500NO3-F",2.47,"=","",,0.1,"mg/L",2,5,5,,,2.5,99,70,130,,,,,3,"","Waters Department",20,9,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","",".","Nitrite","N","SM21 4500NO3-F",2.61,"=","",,0.1,"mg/L",2,5,5,,,2.5,105,90,110,,,,,3,"","Waters Department",20,10,"EWW",0.2,0.1,0.05
"","LCS for HBN 1797709 (WFI/2832)","1","","1524807","LCS","","08/12/2019 11:45","08/09/2019 16:18","WFI2832","","","","Total Nitrate/Nitrite-N",".","Nitrate+Nitrite","N","SM21 4500NO3-F",5.09,"=","",,0.1,"mg/L",2,5,5,,,5,102,90,110,,,,,3,"","Waters Department",20,11,"EWW",0.2,0.1,0.05
"","LCS for HBN 1798080 [WXX/12974","1","","1526064","LCS","","08/19/2019 09:26","08/15/2019 11:45","WDA4629","WXX12974","SM21 4500P-B,E","08/14/2019 21:30","Total Phosphorus","T","Total Phosph.","N","SM21 4500P-B,E",0.189,"=","",,0.01,"mg/L",1,25,25,,,0.2,94.4,75,125,,,,,3,"","Waters Department",20,266,"DMM",0.02,0.01,0.005
