"sample","epa_analysis_id","analyte","collect_date","collect_time","lab_name","rec_date","rec_time","activity_datetime","rec_datetime","hold_time_hours","result_analytical_method_id","max_holding_time_text","max_holding_time_hours","hold_time_pass"
"RM 23-Swiftwater Park","200.8","Zinc",2025-04-30,09:06:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:06:00,2025-04-30 15:53:00,6.78333333333333,"200.8","180 days",4320,"Y"
"RM 30-Funny River","200.8","Zinc",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","200.8","Arsenic",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","200.8","Zinc",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 21-Soldotna Bridge","200.8","Zinc",2025-04-30,09:32:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:32:00,2025-04-30 15:53:00,6.35,"200.8","180 days",4320,"Y"
"RM 22-Soldotna Creek","200.8","Zinc",2025-04-30,10:30:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:30:00,2025-04-30 15:53:00,5.38333333333333,"200.8","180 days",4320,"Y"
"RM 22-Soldotna Creek-DUP","200.8","Arsenic",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"200.8","180 days",4320,"Y"
"RM 30-Funny River","4500-P-E","Total Phosphorus",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"4500-P-E","28 days",672,"Y"
"RM 30-Funny River","200.8","Arsenic",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","4500-P-E","Total Phosphorus",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"4500-P-E","28 days",672,"Y"
"RM 36-Moose River","4500-P-E","Total Phosphorus",2025-04-30,11:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 11:05:00,2025-04-30 15:53:00,4.8,"4500-P-E","28 days",672,"Y"
"RM12.5-Pillars","200.8","Zinc",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"200.8","180 days",4320,"Y"
"RM  19-Slikok Creek","200.8","Zinc",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"200.8","180 days",4320,"Y"
"RM  19-Slikok Creek","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"4500-NO3(F)","28 days",672,"Y"
"RM  19-Slikok Creek","200.8","Calcium",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"200.8","180 days",4320,"Y"
"RM  19-Slikok Creek","200.8","Iron",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"200.8","180 days",4320,"Y"
"RM  19-Slikok Creek","200.8","Magnesium",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"200.8","180 days",4320,"Y"
"RM  22- Soldotna Creek-DUP","200.8","Calcium",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"200.8","180 days",4320,"Y"
"RM  22- Soldotna Creek-DUP","200.8","Iron",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"200.8","180 days",4320,"Y"
"RM  22- Soldotna Creek-DUP","200.8","Magnesium",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"200.8","180 days",4320,"Y"
"RM  22- Soldotna Creek-DUP","200.8","Zinc",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"200.8","180 days",4320,"Y"
"RM  22- Soldotna Creek-DUP","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:42:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:42:00,2025-04-30 15:53:00,5.18333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 0-No Name Creek","200.8","Calcium",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 0-No Name Creek","200.8","Copper",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 1.5 -Kenai City Dock","200.8","Copper",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"200.8","180 days",4320,"Y"
"RM 10-Beaver Creek","200.8","Calcium",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"4500-NO3(F)","28 days",672,"Y"
"RM 18-Poacher's Cove-DUP","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"4500-NO3(F)","28 days",672,"Y"
"RM 19-Slikok Creek-Field Blank","200.8","Zinc",2025-04-30,09:58:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:58:00,2025-04-30 15:53:00,5.91666666666667,"200.8","180 days",4320,"Y"
"RM 0-No Name Creek","200.8","Iron",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 0-No Name Creek","200.8","Magnesium",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 0-No Name Creek","200.8","Zinc",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 0-No Name Creek","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 1.5 -Kenai City Dock","200.8","Iron",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"200.8","180 days",4320,"Y"
"RM 1.5 -Kenai City Dock","200.8","Zinc",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"200.8","180 days",4320,"Y"
"RM 1.5 -Kenai City Dock","200.8","Calcium",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"200.8","180 days",4320,"Y"
"RM 1.5 -Kenai City Dock","200.8","Magnesium",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"200.8","180 days",4320,"Y"
"RM 1.5 -Kenai City Dock","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:23:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:23:00,2025-04-30 15:53:00,5.5,"4500-NO3(F)","28 days",672,"Y"
"RM 10-Beaver Creek","200.8","Copper",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"200.8","180 days",4320,"Y"
"RM 10-Beaver Creek","200.8","Iron",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"200.8","180 days",4320,"Y"
"RM 10-Beaver Creek","200.8","Magnesium",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"200.8","180 days",4320,"Y"
"RM 10-Beaver Creek","200.8","Zinc",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"200.8","180 days",4320,"Y"
"RM 10-Beaver Creek","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:50:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:50:00,2025-04-30 15:53:00,6.05,"4500-NO3(F)","28 days",672,"Y"
"RM 18-Poacher's Cove","200.8","Calcium",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove","200.8","Iron",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove","200.8","Magnesium",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove-DUP","200.8","Calcium",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove-DUP","200.8","Iron",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove-DUP","200.8","Magnesium",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 18-Poacher's Cove-DUP","200.8","Zinc",2025-04-30,10:47:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:47:00,2025-04-30 15:53:00,5.1,"200.8","180 days",4320,"Y"
"RM 21-Soldotna Bridge","200.8","Calcium",2025-04-30,09:32:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:32:00,2025-04-30 15:53:00,6.35,"200.8","180 days",4320,"Y"
"RM 21-Soldotna Bridge","200.8","Iron",2025-04-30,09:32:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:32:00,2025-04-30 15:53:00,6.35,"200.8","180 days",4320,"Y"
"RM 21-Soldotna Bridge","200.8","Magnesium",2025-04-30,09:32:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:32:00,2025-04-30 15:53:00,6.35,"200.8","180 days",4320,"Y"
"RM 21-Soldotna Bridge","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:32:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:32:00,2025-04-30 15:53:00,6.35,"4500-NO3(F)","28 days",672,"Y"
"RM 22-Soldotna Creek","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:30:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:30:00,2025-04-30 15:53:00,5.38333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 23-Swiftwater Park","200.8","Calcium",2025-04-30,09:06:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:06:00,2025-04-30 15:53:00,6.78333333333333,"200.8","180 days",4320,"Y"
"RM 23-Swiftwater Park","200.8","Iron",2025-04-30,09:06:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:06:00,2025-04-30 15:53:00,6.78333333333333,"200.8","180 days",4320,"Y"
"RM 30-Funny River","200.8","Calcium",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","200.8","Calcium",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 40-Bing's Landing","200.8","Iron",2025-04-30,09:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:26:00,2025-04-30 15:53:00,6.45,"200.8","180 days",4320,"Y"
"RM 40-Bing's Landing","200.8","Magnesium",2025-04-30,09:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:26:00,2025-04-30 15:53:00,6.45,"200.8","180 days",4320,"Y"
"RM 40-Bing's Landing","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:26:00,2025-04-30 15:53:00,6.45,"4500-NO3(F)","28 days",672,"Y"
"RM 43-Upstream of Dow Island","200.8","Calcium",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 43-Upstream of Dow Island","200.8","Iron",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 44-Mouth of Killey River","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:12:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:12:00,2025-04-30 15:53:00,6.68333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 50-Skilak Lake Outflow","200.8","Calcium",2025-04-30,09:25:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:25:00,2025-04-30 15:53:00,6.46666666666667,"200.8","180 days",4320,"Y"
"RM 50-Skilak Lake Outflow","200.8","Iron",2025-04-30,09:25:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:25:00,2025-04-30 15:53:00,6.46666666666667,"200.8","180 days",4320,"Y"
"RM 50-Skilak Lake Outflow","200.8","Magnesium",2025-04-30,09:25:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:25:00,2025-04-30 15:53:00,6.46666666666667,"200.8","180 days",4320,"Y"
"RM 22-Soldotna Creek","200.8","Calcium",2025-04-30,10:30:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:30:00,2025-04-30 15:53:00,5.38333333333333,"200.8","180 days",4320,"Y"
"RM 22-Soldotna Creek","200.8","Iron",2025-04-30,10:30:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:30:00,2025-04-30 15:53:00,5.38333333333333,"200.8","180 days",4320,"Y"
"RM 22-Soldotna Creek","200.8","Magnesium",2025-04-30,10:30:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:30:00,2025-04-30 15:53:00,5.38333333333333,"200.8","180 days",4320,"Y"
"RM 23-Swiftwater Park","200.8","Magnesium",2025-04-30,09:06:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:06:00,2025-04-30 15:53:00,6.78333333333333,"200.8","180 days",4320,"Y"
"RM 23-Swiftwater Park","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:06:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:06:00,2025-04-30 15:53:00,6.78333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 30-Funny River","200.8","Iron",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 30-Funny River","200.8","Magnesium",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 30-Funny River","200.8","Zinc",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 30-Funny River","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"4500-NO3(F)","28 days",672,"Y"
"RM 31-Morgan's Landing","200.8","Iron",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","200.8","Magnesium",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","200.8","Zinc",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"200.8","180 days",4320,"Y"
"RM 31-Morgan's Landing","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:26:00,2025-04-30 15:53:00,5.45,"4500-NO3(F)","28 days",672,"Y"
"RM 36-Moose River","200.8","Calcium",2025-04-30,11:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 11:05:00,2025-04-30 15:53:00,4.8,"200.8","180 days",4320,"Y"
"RM 36-Moose River","200.8","Iron",2025-04-30,11:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 11:05:00,2025-04-30 15:53:00,4.8,"200.8","180 days",4320,"Y"
"RM 36-Moose River","200.8","Magnesium",2025-04-30,11:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 11:05:00,2025-04-30 15:53:00,4.8,"200.8","180 days",4320,"Y"
"RM 36-Moose River","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,11:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 11:05:00,2025-04-30 15:53:00,4.8,"4500-NO3(F)","28 days",672,"Y"
"RM 40-Bing's Landing","200.8","Calcium",2025-04-30,09:26:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:26:00,2025-04-30 15:53:00,6.45,"200.8","180 days",4320,"Y"
"RM 43-Upstream of Dow Island","200.8","Magnesium",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"200.8","180 days",4320,"Y"
"RM 43-Upstream of Dow Island","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:48:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:48:00,2025-04-30 15:53:00,6.08333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 44-Mouth of Killey River","200.8","Calcium",2025-04-30,09:12:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:12:00,2025-04-30 15:53:00,6.68333333333333,"200.8","180 days",4320,"Y"
"RM 44-Mouth of Killey River","200.8","Iron",2025-04-30,09:12:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:12:00,2025-04-30 15:53:00,6.68333333333333,"200.8","180 days",4320,"Y"
"RM 44-Mouth of Killey River","200.8","Magnesium",2025-04-30,09:12:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:12:00,2025-04-30 15:53:00,6.68333333333333,"200.8","180 days",4320,"Y"
"RM 50-Skilak Lake Outflow","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:25:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:25:00,2025-04-30 15:53:00,6.46666666666667,"4500-NO3(F)","28 days",672,"Y"
"RM 70-Jim's Landing","200.8","Calcium",2025-04-30,10:45:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:45:00,2025-04-30 15:53:00,5.13333333333333,"200.8","180 days",4320,"Y"
"RM 70-Jim's Landing","200.8","Magnesium",2025-04-30,10:45:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:45:00,2025-04-30 15:53:00,5.13333333333333,"200.8","180 days",4320,"Y"
"RM 70-Jim's Landing","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:45:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:45:00,2025-04-30 15:53:00,5.13333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM 74- Russian River","200.8","Calcium",2025-04-30,10:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:05:00,2025-04-30 15:53:00,5.8,"200.8","180 days",4320,"Y"
"RM 74- Russian River","200.8","Magnesium",2025-04-30,10:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:05:00,2025-04-30 15:53:00,5.8,"200.8","180 days",4320,"Y"
"RM 74- Russian River","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:05:00,2025-04-30 15:53:00,5.8,"4500-NO3(F)","28 days",672,"Y"
"RM 79.5-Juneau Creek","200.8","Calcium",2025-04-30,09:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:05:00,2025-04-30 15:53:00,6.8,"200.8","180 days",4320,"Y"
"RM12.5-Pillars","200.8","Calcium",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"200.8","180 days",4320,"Y"
"RM12.5-Pillars","200.8","Iron",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"200.8","180 days",4320,"Y"
"RM12.5-Pillars","200.8","Magnesium",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"200.8","180 days",4320,"Y"
"RM12.5-Pillars","200.8","Zinc",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"200.8","180 days",4320,"Y"
"RM 79.5-Juneau Creek","200.8","Magnesium",2025-04-30,09:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:05:00,2025-04-30 15:53:00,6.8,"200.8","180 days",4320,"Y"
"RM 79.5-Juneau Creek","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,09:05:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 09:05:00,2025-04-30 15:53:00,6.8,"4500-NO3(F)","28 days",672,"Y"
"RM 82-Kenai Lake Bridge","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,08:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 08:15:00,2025-04-30 15:53:00,7.63333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM12.5-Pillars","4500-NO3(F)","Total Nitrate/Nitrite-N",2025-04-30,10:15:00.000000,"SGS",2025-04-30,15:53:00,2025-04-30 10:15:00,2025-04-30 15:53:00,5.63333333333333,"4500-NO3(F)","28 days",672,"Y"
"RM0-No Name Creek","200.8","Cadmium",2025-07-23,10:57:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:57:00,2025-07-23 15:44:00,4.78333333333333,"200.8","180 days",4320,"Y"
"RM0-No Name Creek","200.8","Chromium",2025-07-23,10:57:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:57:00,2025-07-23 15:44:00,4.78333333333333,"200.8","180 days",4320,"Y"
"RM0-No Name Creek","200.8","Copper",2025-07-23,10:57:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:57:00,2025-07-23 15:44:00,4.78333333333333,"200.8","180 days",4320,"Y"
"RM0-No Name Creek","200.8","Lead",2025-07-23,10:57:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:57:00,2025-07-23 15:44:00,4.78333333333333,"200.8","180 days",4320,"Y"
"RM0-No Name Creek","200.8","Zinc",2025-07-23,10:57:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:57:00,2025-07-23 15:44:00,4.78333333333333,"200.8","180 days",4320,"Y"
"RM1.5-Kenai City Dock","8260D","Benzene",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","8260D","Ethylbenzene",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","8260D","o-Xylene",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","8260D","P & M -Xylene",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","8260D","Toluene",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","8260D","Xylenes (total)",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"8260D","7 days",168,"Y"
"RM1.5-Kenai City Dock","200.8","Copper",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"200.8","180 days",4320,"Y"
"RM1.5-Kenai City Dock","200.8","Lead",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"200.8","180 days",4320,"Y"
"RM1.5-Kenai City Dock","200.8","Zinc",2025-07-23,10:00:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:00:00,2025-07-23 15:44:00,5.73333333333333,"200.8","180 days",4320,"Y"
"RM10.1-Kenai River","200.8","Copper",2025-07-23,10:05:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:05:00,2025-07-23 15:44:00,5.65,"200.8","180 days",4320,"Y"
"RM10.1-Kenai River","200.8","Chromium",2025-07-23,10:05:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:05:00,2025-07-23 15:44:00,5.65,"200.8","180 days",4320,"Y"
"RM10.1-Kenai River","200.8","Copper",2025-07-23,10:05:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:05:00,2025-07-23 15:44:00,5.65,"200.8","180 days",4320,"Y"
"RM10.1-Kenai River","200.8","Lead",2025-07-23,10:05:00.000000,"SGS",2025-07-23,15:44:00,2025-07-23 10:05:00,2025-07-23 15:44:00,5.65,"200.8","180 days",4320,"Y"
