PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE_TIME,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,REPDL,LIMIT_DEFINITION,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMIT,DISSOLVED,ANALYSIS_GROUP,METHOD_ORDER,ANALYTE_ORDER,LOQ,LOD,DL,SDG
,CB for HBN 1855831 (MMS/11929),1,,1713676,CB,,05/20/2023 13:21,05/19/2023 19:35,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,0,U,,0.4,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,CB for HBN 1855831 (MMS/11929),1,,1713676,CB,,05/20/2023 13:21,05/19/2023 19:35,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856143 (MMS/11931),1,,1713767,CB,,05/22/2023 12:34,05/22/2023 12:16,MMS11931,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856143 (MMS/11931),1,,1713769,CB,,05/22/2023 12:34,05/22/2023 11:42,MMS11931,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856463 (MMS/11940),1,,1714937,CB,,05/31/2023 08:03,05/30/2023 18:59,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856463 (MMS/11940),1,,1714939,CB,,05/31/2023 08:03,05/30/2023 18:28,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856463 (MMS/11940),1,,1714941,CB,,05/31/2023 08:03,05/30/2023 17:52,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856683 (MMS/11946),1,,1715881,CB,,06/06/2023 14:23,06/06/2023 14:04,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856683 (MMS/11946),1,,1715883,CB,,06/06/2023 14:23,06/06/2023 13:29,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CB for HBN 1856683 (MMS/11946),1,,1715927,CB,,06/06/2023 15:24,06/06/2023 14:35,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,0,U,,2,LOD,ug/L,1,100,100,,,,,,,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711736,CCV,,05/08/2023 11:35,05/05/2023 15:28,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.25,=,,0.05,LOD,mg/L,1,5,5,,,1.25,100,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711736,CCV,,05/08/2023 11:35,05/05/2023 15:28,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.26,=,,0.05,LOD,mg/L,1,5,5,,,1.25,101,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711736,CCV,,05/08/2023 11:35,05/05/2023 15:28,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.51,=,,0.05,LOD,mg/L,1,5,5,,,2.5,100,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711738,CCV,,05/08/2023 11:35,05/05/2023 15:19,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.36,=,,0.05,LOD,mg/L,1,5,5,,,1.25,108,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711738,CCV,,05/08/2023 11:35,05/05/2023 15:19,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.3,=,,0.05,LOD,mg/L,1,5,5,,,1.25,104,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711738,CCV,,05/08/2023 11:35,05/05/2023 15:19,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.66,=,,0.05,LOD,mg/L,1,5,5,,,2.5,106,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711740,CCV,,05/08/2023 11:35,05/05/2023 14:56,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.23,=,,0.05,LOD,mg/L,1,5,5,,,1.25,98.2,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711740,CCV,,05/08/2023 11:35,05/05/2023 14:56,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.26,=,,0.05,LOD,mg/L,1,5,5,,,1.25,100,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711740,CCV,,05/08/2023 11:35,05/05/2023 14:56,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.48,=,,0.05,LOD,mg/L,1,5,5,,,2.5,99.3,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711743,CCV,,05/08/2023 11:35,05/05/2023 14:34,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.26,=,,0.05,LOD,mg/L,1,5,5,,,1.25,101,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711743,CCV,,05/08/2023 11:35,05/05/2023 14:34,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.21,=,,0.05,LOD,mg/L,1,5,5,,,1.25,97.2,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711743,CCV,,05/08/2023 11:35,05/05/2023 14:34,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.48,=,,0.05,LOD,mg/L,1,5,5,,,2.5,99.2,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711746,CCV,,05/08/2023 11:35,05/05/2023 13:48,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.36,=,,0.05,LOD,mg/L,1,5,5,,,1.25,109,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711746,CCV,,05/08/2023 11:35,05/05/2023 13:48,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.26,=,,0.05,LOD,mg/L,1,5,5,,,1.25,101,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711746,CCV,,05/08/2023 11:35,05/05/2023 13:48,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.62,=,,0.05,LOD,mg/L,1,5,5,,,2.5,105,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711748,CCV,,05/08/2023 11:35,05/05/2023 13:27,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.28,=,,0.05,LOD,mg/L,1,5,5,,,1.25,102,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711748,CCV,,05/08/2023 11:35,05/05/2023 13:27,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.27,=,,0.05,LOD,mg/L,1,5,5,,,1.25,102,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711748,CCV,,05/08/2023 11:35,05/05/2023 13:27,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.54,=,,0.05,LOD,mg/L,1,5,5,,,2.5,102,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711751,CCV,,05/08/2023 11:35,05/05/2023 13:04,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.4,=,,0.05,LOD,mg/L,1,5,5,,,1.25,112,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711751,CCV,,05/08/2023 11:35,05/05/2023 13:04,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.3,=,,0.05,LOD,mg/L,1,5,5,,,1.25,104,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,CCV for HBN 1854368 (WFI/3037),1,,1711751,CCV,,05/08/2023 11:35,05/05/2023 13:04,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.7,=,,0.05,LOD,mg/L,1,5,5,,,2.5,108,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,CCV for HBN 1854503 (WDA/5496),1,,1712012,CCV,,05/09/2023 15:40,05/09/2023 14:28,WDA5496,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.253,=,,0.02,LOD,mg/L,1,10,10,,,0.25,101,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1854503 [WDA/5496],1,,1712009,CCV,,05/09/2023 15:37,05/09/2023 14:11,WDA5496,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.251,=,,0.02,LOD,mg/L,1,10,10,,,0.25,100,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1854503 [WDA/5496],1,,1712014,CCV,,05/09/2023 15:43,05/09/2023 14:22,WDA5496,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.258,=,,0.02,LOD,mg/L,1,10,10,,,0.25,103,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1855370 (WDA/5503),1,,1713347,CCV,,05/18/2023 13:15,05/17/2023 16:53,WDA5503,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.25,=,,0.02,LOD,mg/L,1,10,10,,,0.25,99.9,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1855370 (WDA/5503),1,,1713349,CCV,,05/18/2023 13:15,05/17/2023 17:30,WDA5503,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.244,=,,0.02,LOD,mg/L,1,10,10,,,0.25,97.7,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1855370 (WDA/5503),1,,1713351,CCV,,05/18/2023 13:15,05/17/2023 17:35,WDA5503,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.247,=,,0.02,LOD,mg/L,1,10,10,,,0.25,98.6,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1855370 [WDA/5503],1,,1713345,CCV,,05/18/2023 13:12,05/17/2023 16:41,WDA5503,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.248,=,,0.02,LOD,mg/L,1,10,10,,,0.25,99.2,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Arsenic,7440-38-2,N,EP200.8 ,53,=,,1,LOD,ug/L,1,100,100,,,50,106,85,115,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Cadmium,7440-43-9,N,EP200.8 ,25.5,=,,0.1,LOD,ug/L,1,100,100,,,25,102,85,115,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Chromium,7440-47-3,N,EP200.8 ,54.9,=,,1,LOD,ug/L,1,100,100,,,50,110,85,115,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Copper,7440-50-8,N,EP200.8 ,56.7,=,,0.6,LOD,ug/L,1,100,100,,,50,113,85,115,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,10.6,=,,0.4,LOD,ug/L,1,100,100,,,10,106,85,115,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713671,CCV,,05/20/2023 13:20,05/19/2023 21:04,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,54.1,=,,2,LOD,ug/L,1,100,100,,,50,108,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Arsenic,7440-38-2,N,EP200.8 ,48.7,=,,1,LOD,ug/L,1,100,100,,,50,97.3,85,115,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Cadmium,7440-43-9,N,EP200.8 ,24.9,=,,0.1,LOD,ug/L,1,100,100,,,25,99.5,85,115,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Chromium,7440-47-3,N,EP200.8 ,50.3,=,,1,LOD,ug/L,1,100,100,,,50,101,85,115,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Copper,7440-50-8,N,EP200.8 ,52.5,=,,0.6,LOD,ug/L,1,100,100,,,50,105,85,115,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,10.1,=,,0.4,LOD,ug/L,1,100,100,,,10,101,85,115,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713673,CCV,,05/20/2023 13:20,05/19/2023 20:33,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,49.8,=,,2,LOD,ug/L,1,100,100,,,50,99.5,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Arsenic,7440-38-2,N,EP200.8 ,49.5,=,,1,LOD,ug/L,1,100,100,,,50,98.9,85,115,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Cadmium,7440-43-9,N,EP200.8 ,24.6,=,,0.1,LOD,ug/L,1,100,100,,,25,98.6,85,115,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Chromium,7440-47-3,N,EP200.8 ,51.2,=,,1,LOD,ug/L,1,100,100,,,50,102,85,115,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Copper,7440-50-8,N,EP200.8 ,52.6,=,,0.6,LOD,ug/L,1,100,100,,,50,105,85,115,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,10.3,=,,0.4,LOD,ug/L,1,100,100,,,10,103,85,115,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713675,CCV,,05/20/2023 13:21,05/19/2023 20:03,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,50.6,=,,2,LOD,ug/L,1,100,100,,,50,101,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Arsenic,7440-38-2,N,EP200.8 ,50.7,=,,1,LOD,ug/L,1,100,100,,,50,101,85,115,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Cadmium,7440-43-9,N,EP200.8 ,24.5,=,,0.1,LOD,ug/L,1,100,100,,,25,98.2,85,115,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Chromium,7440-47-3,N,EP200.8 ,53,=,,1,LOD,ug/L,1,100,100,,,50,106,85,115,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Copper,7440-50-8,N,EP200.8 ,53.4,=,,0.6,LOD,ug/L,1,100,100,,,50,107,85,115,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,10.1,=,,0.4,LOD,ug/L,1,100,100,,,10,101,85,115,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,CCV for HBN 1855831 (MMS/11929,1,,1713677,CCV,,05/20/2023 13:21,05/19/2023 19:33,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,51.5,=,,2,LOD,ug/L,1,100,100,,,50,103,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856143 (MMS/11931,1,,1713768,CCV,,05/22/2023 12:34,05/22/2023 12:13,MMS11931,,,,Zinc,7440-66-6,N,EP200.8 ,49.9,=,,2,LOD,ug/L,1,100,100,,,50,99.9,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856463 (MMS/11940,1,,1714938,CCV,,05/31/2023 08:03,05/30/2023 18:57,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,50,=,,2,LOD,ug/L,1,100,100,,,50,100,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856463 (MMS/11940,1,,1714940,CCV,,05/31/2023 08:03,05/30/2023 18:26,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,48.6,=,,2,LOD,ug/L,1,100,100,,,50,97.2,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856683 (MMS/11946,1,,1715882,CCV,,06/06/2023 14:23,06/06/2023 14:02,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,49.9,=,,2,LOD,ug/L,1,100,100,,,50,99.9,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856683 (MMS/11946,1,,1715884,CCV,,06/06/2023 14:23,06/06/2023 13:27,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,50.4,=,,2,LOD,ug/L,1,100,100,,,50,101,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,CCV for HBN 1856683 (MMS/11946,1,,1715928,CCV,,06/06/2023 15:24,06/06/2023 14:32,MMS11946,,,,Zinc,7440-66-6,N,EP200.8 ,50.3,=,,2,LOD,ug/L,1,100,100,,,50,101,85,115,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,ICB for HBN 1854368 (WFI/3037),1,,1711756,ICB,,05/08/2023 11:35,05/05/2023 12:19,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,0,U,,0.05,LOD,mg/L,1,5,5,,,,,,,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,ICB for HBN 1854368 (WFI/3037),1,,1711756,ICB,,05/08/2023 11:35,05/05/2023 12:19,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,0,U,,0.05,LOD,mg/L,1,5,5,,,,,,,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,ICB for HBN 1854368 (WFI/3037),1,,1711756,ICB,,05/08/2023 11:35,05/05/2023 12:19,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,0,U,,0.05,LOD,mg/L,1,5,5,,,,,,,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,ICV for HBN 1854368 (WFI/3037),1,,1711758,ICV,,05/08/2023 11:35,05/05/2023 12:17,WFI3037,,,,,Nitrate,N,SM21 4500NO3-F,1.2,=,,0.05,LOD,mg/L,1,5,5,,,1.25,96,70,130,,,,,3,,.,Waters Department,20,9,0.1,0.05,0.025,1231846
,ICV for HBN 1854368 (WFI/3037),1,,1711758,ICV,,05/08/2023 11:35,05/05/2023 12:17,WFI3037,,,,,Nitrite,N,SM21 4500NO3-F,1.26,=,,0.05,LOD,mg/L,1,5,5,,,1.25,101,90,110,,,,,3,,.,Waters Department,20,10,0.1,0.05,0.025,1231846
,ICV for HBN 1854368 (WFI/3037),1,,1711758,ICV,,05/08/2023 11:35,05/05/2023 12:17,WFI3037,,,,Total Nitrate/Nitrite-N,Nitrate+Nitrite,N,SM21 4500NO3-F,2.46,=,,0.05,LOD,mg/L,1,5,5,,,2.5,98.4,90,110,,,,,3,,.,Waters Department,20,11,0.1,0.05,0.025,1231846
,ICV for HBN 1854503 [WDA/5496],1,,1712007,ICV,,05/09/2023 15:37,05/09/2023 13:59,WDA5496,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.251,=,,0.02,LOD,mg/L,1,10,10,,,0.25,100,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,ICV for HBN 1855370 [WDA/5503],1,,1713343,ICV,,05/18/2023 13:12,05/17/2023 16:30,WDA5503,,,,Total Phosphorus,Total Phosph.,N,"SM21 4500P-B,E",0.254,=,,0.02,LOD,mg/L,1,10,10,,,0.25,102,90,110,,,,,3,,T,Waters Department,20,266,0.04,0.02,0.012,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Arsenic,7440-38-2,N,EP200.8 ,52.5,=,,1,LOD,ug/L,1,100,100,,,50,105,90,110,,,,,3,,.,Metals by ICP/MS,15,3,2,1,0.6,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Cadmium,7440-43-9,N,EP200.8 ,24.8,=,,0.1,LOD,ug/L,1,100,100,,,25,99.1,90,110,,,,,3,,.,Metals by ICP/MS,15,7,0.2,0.1,0.06,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Chromium,7440-47-3,N,EP200.8 ,53.3,=,,1,LOD,ug/L,1,100,100,,,50,107,90,110,,,,,3,,.,Metals by ICP/MS,15,9,2,1,1,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Copper,7440-50-8,N,EP200.8 ,55.2,=,,0.6,LOD,ug/L,1,100,100,,,50,110,90,110,,,,,3,,.,Metals by ICP/MS,15,11,1.2,0.6,0.4,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Lead,7439-92-1,N,EP200.8 ,10.5,=,,0.4,LOD,ug/L,1,100,100,,,10,105,90,110,,,,,3,,.,Metals by ICP/MS,15,13,0.8,0.4,0.2,1231846
,ICV for HBN 1855831 (MMS/11929,1,,1713682,ICV,,05/20/2023 13:22,05/19/2023 18:03,MMS11929,,,,Zinc,7440-66-6,N,EP200.8 ,53,=,,2,LOD,ug/L,1,100,100,,,50,106,90,110,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,ICV for HBN 1856143 (MMS/11931,1,,1713771,ICV,,05/22/2023 12:34,05/22/2023 11:33,MMS11931,,,,Zinc,7440-66-6,N,EP200.8 ,50.4,=,,2,LOD,ug/L,1,100,100,,,50,101,90,110,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
,ICV for HBN 1856463 (MMS/11940,1,,1714943,ICV,,05/31/2023 08:03,05/30/2023 17:40,MMS11940,,,,Zinc,7440-66-6,N,EP200.8 ,48.9,=,,2,LOD,ug/L,1,100,100,,,50,97.9,90,110,,,,,3,,.,Metals by ICP/MS,15,32,4,2,1.24,1231846
